from,to
NFIB,PRMT7
NFYA,SLC25A13
DRGX,ACKR3
GATA4,NEUROD4
NFE2L2,NCR2
PHOX2B,WRNIP1
SP1,NMNAT3
SP1,CCDC71
NRF1,GCFC2
SPIB,SLC9A4
ONECUT1,SEMA6A
KLF16,TSPAN11
OLIG2,SLC1A1
NFIC,SLCO4A1
TFCP2L1,LINGO1
CPEB1,SATB2
MTF1,PDE10A
JDP2,NFATC2
STAT3,KNOP1
HOXD1,COMT
ATF2,PIP4K2B
HF1H3B,UBA2
ETS,AURKA
PGR,CGGBP1
CTCF,SNX19
RARG,NXPH1
MYOD1,SYT4
HOXD8,EPHA5
RUNX,ZNF385B
SP1,IFT172
PPARG,NME1
JDP2,TLE2
SHOX2,PREX1
ETS2,ATP10A
ATF2,C1GALT1
NFYA,C12orf57
EBF1,TUSC5
ETS1,NCK2
ZNF219,STOX1
TEAD1,SEMA3F
TGIF1,CDYL2
GABP,ZC3H10
LHX8,ZNF365
ATF1,AASDHPPT
SP3,PTGES3L
NR2F2,KLHDC8A
SP4,NDUFA7
ETS1,ZC3H7A
TFAP2A,ZNF827
SP4,CGRRF1
IRF2,DDX1
POU6F1,FBXL17
FOXP1,GNRH1
FOXA,MORF4L1
CUX1,PHACTR2
NR2F2,C10orf90
NR2C2,AP1G2
RORA,DUT
FOXC1,FOXG1
ZBTB14,ASPH
POU3F1,BATF3
RFX2,RANBP1
SP3,SIAH1
ETV6,PPT2
SNAI2,NPNT
FOXA1,HSPB11
FOXO6,NUP62
ELK4,HSPA4
MEF2D,ORC4
ZNF740,PRKCG
ZNF281,GON4L
MEIS1,GINS3
POU3F2,MMP16
NRF1,PIFO
MAFF,APOBEC3B
NFYA,CCDC51
FOX,TIMP3
MSX1,TSPAN12
ESR2,CYTH4
HOXD3,CXXC5
NR2F1,SYNGR4
NKX6-1,ZNF521
HF1H3B,KANSL1
TGIF2LX,PCNT
SP1,BAI1
VSX2,MCC
ETS,TMEM63A
MEF2B,ACBD7
PRDM1,GRIK5
RXRA,RNF220
MEF2B,MYEF2
HNF1B,COX11
BBX,CDH20
NFY,HKR1
ATF1,MYL6
ZBTB14,MAGI2
ONECUT3,LRRTM2
ETS1,NMNAT1
SP4,IQGAP2
SOX11,INHBA
HLX,LDB2
ERF,PEX11A
SP1,SLC39A2
MSX1,CDC25B
ZNF143,CEP290
HOXC11,DDN
EGR3,SMAD9
SPIC,COL7A1
HOXA10,DYRK1A
FOXL1,PDE6H
GATA1,CARD11
MYC,QTRT1
GABPA,ZFPL1
CLOCK,SYNGR1
POU3F2,DLGAP1
SP4,PPP6R2
POU3F4,MTUS1
ETV6,INSIG2
ASCL2,APOE
POU3F1,RHOH
POU3F1,SMPDL3A
EHF,SKIV2L
ETS,CD2BP2
ELK3,MAPK8IP3
HOXA9,SOX3
NFYA,NPRL2
SP1,NSMCE2
ETS1,PPAN
KLF16,SOWAHD
ARX,SERPINC1
ETS2,RAB27A
NKX6-2,PCDHA5
SP1,DYNLRB1
MAFG,C21orf119
ELF3,ARPC1A
ZNF740,ZSWIM5
HEY2,DLL4
HOXD9,PTPRZ1
NFY,HIST1H2BA
TCF21,SCN3B
NFAT,SORBS2
CREB1,ZNF76
RUNX1,FAM212A
NFY,ALYREF
ATF3,ID3
NFATC1,PCDHB6
CREB,SYAP1
KLF7,ANTXR2
ZBTB14,MEGF11
HNF4A,CREB3
ZNF219,SPTB
SP4,NGB
HERPUD1,C6orf99
RFX1,CCDC19
POU2F2,APOBEC4
HLF,IFT57
IRF,TRIM22
HESX1,RCAN1
KLF14,EFNA3
NFKB,DENND6B
CDX2,NCKAP1
SOX11,RND1
ETV7,PRKACB
TFE3,CANX
MYOD1,CELF3
SP3,RTN2
RUNX,RDM1
SP8,VAC14
IRF,CPB2
SP1,SYT4
HOXC8,UQCC1
SOX5,SNTG1
FEV,MED15
VAX2,PDGFC
HOXB6,HECW1
ELK1,RPS27A
TAL1,ASB2
EGR4,RPS6KA2
CREB3L1,CAND1
USF,ZNF775
POU6F1,BASP1
TFEB,ZC3H11A
SP1,ATP5E
AP1,EN1
SP4,PRMT5
ELF3,WDR1
POU6F2,PIGU
ZNF740,DLGAP3
POU1F1,PPP1R1C
MSX2,PAH
ETV5,FOXP4
ETV3,QTRT1
POU2F3,FAM19A2
UNCX,ATG7
CREB,SNX5
HMX2,AARSD1
SP4,FBXL8
TFAP2C,ZDHHC22
ATF4,BRD4
FOXO1,RNF220
FOXJ3,PCDHGA10
ZFX,EPB42
HES7,PTF1A
SP3,IGF2BP3
POU3F4,ATF7IP
EBOX,BATF3
ASCL2,EPB41L3
GABP,SMARCAD1
SNAI2,PVRL1
CREB3L2,FGF13
BACH2,CCR7
NR1H,TFRC
NR2F2,CCL2
EGR,ADAMTS3
SPIB,NRP2
POU3F1,ABI3
ZBTB18,PSMC5
KLF4,RASL12
NFIB,SYCE2
NANOG,NSL1
KLF4,SPATA2L
TFAP2B,IFFO2
ELK1,TRAPPC10
HMGA1,KLF1
POU2F1,FEZF2
HOXD3,KCNT2
ELF4,TMEM186
HOXD12,ASS1
SP3,NFAT5
SP1,CCNA2
NRF1,UBE2E3
E2F1,SEPT12
NR5A1,EEF1A1
SP1,MEX3B
FOXI1,HDDC2
TFE3,KPNA3
RFX2,DYRK1B
MSX2,NAIF1
POU3F1,EXOC4
SP8,HSPA1L
TEAD3,MICALL1
ZNF219,BARHL2
ID4,ARL3
MYOD1,TMPRSS6
TFAP2A,PTPRU
EGR3,PAQR4
NR2F1,SEMA3E
BACH2,CDC42EP3
NFY,MTMR4
SP4,LYL1
SPI1,UBALD2
SOX17,MLH1
POU1F1,SPATS2L
FOXD1,RASGRF2
NRF1,VRK3
BACH1,SGPP2
KLF14,ABCD1
POU3F1,GPRC5B
NR1H,ABCA1
PRRX1,SLC6A20
SPZ1,HTR5A
SP4,COL8A2
HOXB13,ZMYND8
ELF1,MTG2
ESRRB,MNT
USF1,ATP6V1G1
GLI,MYF6
KLF14,PNMA2
ELF5,UBXN4
POU,MRPL19
FOXC1,KAZN
TCF7L1,NPB
RBPJ,C11orf80
SP1,PEX11A
TCF12,TRPC4
NRF1,DONSON
DLX6,KLHDC8A
NFYA,INTS7
KLF14,CTTNBP2NL
RFX2,FAM118A
SP3,NAPA
VSX1,TRPS1
REST,KCNIP4
RARG,SLC45A3
FOXI1,NDST3
SPDEF,C1orf64
RUNX,COG4
PGR,HDGFRP3
HLF,FH
HOXA2,ZFP36L1
IRF,EIF2AK2
ATF3,DMXL2
GABPA,KHK
GATA4,CHRNB3
ETS,THOC1
ERF,UFD1L
FOXA,LYZ
ESRRG,PCDHA10
KLF14,PITPNM1
TBX5,TSGA13
CREB3,CCDC86
NFATC1,KIAA0922
USF1,TDG
IKZF1,CALN1
BARX1,PHF19
POU3F2,PIK3R1
HOXA5,TCEANC
HF1H3B,PRSS21
STAT3,C9orf64
CREB5,PDLIM3
ELF1,IL21R
SP4,ID1
STAT,PDGFRA
RARB,ZC2HC1C
EGR4,ZDHHC23
KLF7,LRRFIP2
SP4,ADAT2
HF1H3B,AHI1
SP1,PARN
MYCN,ELFN2
ALX3,CGA
FOXJ2,SLC9A4
ARID3A,GLDN
LEF1,LETM2
NRF1,HDHD3
KLF16,WFDC2
ETV7,ZNF470
EWSR1,C16orf80
KLF7,UXS1
NR2F1,RAB11B
TP53,TNFAIP1
ELK1,BUD31
AP1,KCTD20
TFAP4,HCN4
CREB1,PDXP
MEF2D,SERGEF
ISX,TRUB2
ESR1,GNPTAB
HOXD10,ZNF281
HSF1,FAM49A
LMX1B,TEX26
FOXJ2,PFKM
RFX1,BACH2
NFE2L2,ZBTB20
UNCX,IRF2BPL
HOXD12,ZMYND8
ELK3,SKIV2L
HF1H3B,PCBP4
YY1,COPS5
MEOX2,LMO3
IRF,CHGB
CREB3L1,COPB1
HNF4A,JADE1
SP8,CORO6
FOXJ1,NR2F1
E2F2,RFWD2
USF,CNOT4
MAF,USP32
VAX2,ZFHX4
FOXC1,ZIC1
HOXD1,CBX5
STAT5A,SCN9A
NFIC,TP53I11
SPI1,CGN
LMX1B,NLN
POU3F2,CPVL
FOXA1,ETV3
RXRB,GNPTAB
POU1F1,OTUD1
DLX2,DUSP26
MAF,LAMTOR5
TCF7L2,TUBB4A
ZIC2,HOXB8
SP8,STXBP3
CEBPG,POLR2J2
PHOX2B,LDLRAD4
EGR,WNT2
RXRG,MRO
KLF7,SOWAHC
RARG,HIC2
TBP,PIK3C2B
STAT,RPS15A
LMX1B,LHX6
AP1,DLG2
GABPA,KIAA0907
FOXD1,GPR110
LEF1,ANKRD46
ETV5,EYA3
JDP2,CSNK1D
CRX,CTBP2
MEOX1,LCMT1
EBF1,DGKH
HOXC12,MEF2C
ETV4,TGS1
PITX3,TBXAS1
HOXC11,ZXDC
KLF16,NDRG2
EGR1,C8orf34
AR,TIE1
LHX4,HIPK2
SOX11,FOXN3
SOX8,SCG2
RFX3,BSG
CEBPG,NCKAP1L
PGR,ITSN2
FOXA,GHRH
SMAD,C18orf25
ETV2,NCK2
SP1,RNF121
NR2E1,C9orf89
FOXC1,SCRN1
ELF4,COX15
SPIC,PCDHGA9
HOXA13,HGF
MYOD1,PRRT4
NFYA,LRRC45
ZBTB14,EGFL7
KLF16,PIANP
POU2F1,HMGA1
BHLHE40,KIAA0513
NFY,STOM
PRDM1,HOXB13
ERG,DHPS
POU5F1B,NF1
ELF3,MIPEP
LMO2,DCX
SP1,TRMT1
RARA,RNF11
TBX15,ANKRD32
HOXA11,PITHD1
FOXJ2,SLC1A3
SP1,PAGR1
OTX1,C14orf178
TCF12,ARG1
ATF3,RAB11FIP4
FOXK1,GKAP1
SP4,MAGEH1
IRF3,PCDHB12
SP3,NR1H2
ESRRG,HSD17B8
RXRA,CPLX4
RFX1,PDCD6
PKNOX2,FNIP2
FEV,CHMP2B
ETS1,ACLY
REL,C2orf62
OLIG3,KHDC1
BHLHE40,MFHAS1
MYOD1,GNAI2
GATA1,FAM19A1
PKNOX2,ENPP5
POU2F3,TEX26
FOXJ2,APCDD1L
MYEF2,SLC13A3
SP3,ROGDI
KLF7,GPI
ZNF740,RAB33A
CPEB1,HGF
FOXL1,E2F1
SP1,EIF2B4
NFKB,TRIM31
POU5F1B,NKX2-2
VAX2,B3GNTL1
TCF7,SGK1
PKNOX1,PAFAH2
ETV6,NEDD8-MDP1
PHOX2B,APOD
POU3F3,HIGD1B
KLF14,TMEM56
SEF1,GPR68
FOXO4,ARHGAP5
EOMES,SLC17A6
RFX5,DAGLA
ETV4,ZNF623
PKNOX2,WASF1
SREBF1,LAMTOR1
FLI1,MFRP
CRX,FBXL15
SP1,MCM8
RFX2,EIF4E3
HOXC11,FGF1
ZNF143,THAP11
HF1H3B,PENK
FOXA1,EHD3
NR5A1,C16orf86
TBP,CHGA
RFX2,PLCL1
FOXO4,MSH4
POU2F2,CARF
FOXJ1,ADCY6
ELF3,PCGF2
SOX9,NEO1
ERG,TMEM167A
HOXC4,GRWD1
LHX4,SEMA6D
OBOX5,UQCRQ
EGR3,XK
POU2F1,SP6
NFE2,SLC4A7
NFE2L2,C3AR1
UNCX,SPOCK2
ELF4,PARPBP
ZIC3,PTMS
EGR,NSG1
ELK1,ORC3
KLF4,SFI1
HSF4,TXNIP
MEF2B,CXADR
ETS,SH3BGRL3
NFKB,GNAZ
RFX1,ITGA3
ZBTB18,TSKU
FOX,IKZF2
ZFX,CTRB2
TGIF2,LCORL
POU2F1,INPPL1
NFY,PROM1
KLF7,EIF2B3
LHX8,ARPP21
HOXA10,PRLR
DMBX1,PNPLA3
ETS2,ANGPT1
HNF4A,TGFBI
ETV1,SPATA33
SRY,ARV1
LMX1A,LMO4
MYEF2,ADAM19
NFAT5,PTP4A3
HOXA4,HAS3
NR1H,RORA
PGR,INPPL1
ETS1,MKRN3
MNT,PTCHD3
NFE2L2,GPX3
HOXB6,TET2
ARID3A,MTRR
MSX1,PDCD1LG2
ELF1,MFSD11
MAFB,SPDYA
GBX2,KLRC1
RHOXF1,SNCA
FEV,PPP3CC
RFX5,SF3A1
RFX7,ANAPC10
RFX5,LY6H
PPARA,BCAN
ZNF652,SALL2
ETS1,POMGNT1
ALX3,DLGAP5
FEV,GNG11
ETV3,TTC30B
CUX1,GCNT1
FOXL1,DHX32
RFX2,C17orf97
SPIB,PLD4
HF1H3B,HIST1H1T
TCF7L1,TMEM206
GABPA,AP2S1
RFX3,LETM2
POU3F1,KRT20
RARB,ASB16
UNCX,MTURN
LMX1B,PDE4B
NFYA,H3F3B
PITX1,TTC23
CACD,ZNF142
NR2F6,BLCAP
RXRG,LYSMD4
ETV7,DOCK10
POU2F1,TGFBR3
EBF1,LEMD1
BPTF,BBOX1
TCF7L1,F12
TBP,NDP
HF1H3B,KIAA0930
ASCL2,KIF3C
FOXJ1,CPE
EGR2,PAQR4
SP3,SOCS7
SHOX2,MCM8
GATA3,ERG
JDP2,GPM6B
ATF7,CLSTN2
KLF16,RNF220
YY2,RPS15A
ZFX,PHACTR3
CREB,TRMT10A
RFX3,GPR56
LMX1B,NCK2
PPARA,OTUD7B
RARB,HOXA5
AR,SERINC3
ZIC2,KIAA1045
MEIS2,ARNT2
NR2C2,CCDC169
ATF1,HMGB1
MEIS2,SUPT4H1
T,PANX1
EWSR1,KCNJ10
ETV6,BLOC1S6
POU3F4,SPICE1
HNF4,SGK1
HIC2,BHLHE23
AP1,KLHL21
IKZF2,TRPV5
PDX1,ARID5B
SPIB,ZDHHC16
KLF7,TMEM177
NKX6-1,OTX2
MYBL2,ADCK4
NFE2L2,GLIS3
PAX6,ATF7
RFX4,MEF2C
KLF7,EPHX3
REL,SPI1
POU5F1,DAPK2
MYBL2,SLC12A6
CREB,TMTC4
MYC,PIK3AP1
FOXI1,RARA
TCF3,BCOR
NR2F1,LRRC16B
SP8,ZCCHC3
ERG,SEPT10
TCF7L1,NRXN3
NFIB,PTGIS
ATF3,CEP170B
TAL1,ZFP36L2
SRF,MYO1E
TFE3,SCAPER
HSF2,COL4A6
E2F1,H1F0
KLF16,ABHD1
EHF,ZNF259
MEIS1,C20orf194
NR2C2,CD82
RFX5,DAAM1
NR2F2,C3orf49
SOX15,UCMA
WT1,FOXN4
MYOD1,PPP1R3E
NR2F1,SHISA9
NKX6-3,ERG
SP8,METTL15
CACBP,LYPD5
STAT,CDK4
ELK1,HDAC6
ASCL2,ZNF48
E2F4,CDS2
MEIS2,LRRC4C
TFE3,SMEK1
NKX2-8,IFT81
KLF16,CRK
NR4A2,CACNB2
IRF,TIMP3
POU3F4,RAB18
CDX2,ARAP1
SPIB,TEKT2
EGR,GAP43
ISX,ALG9
KLF14,ETNK2
NKX2-4,S1PR1
HOXA13,BMPR1B
CACBP,RPS6KA2
SP8,EFNB3
HNF4,MAATS1
TEF,PELI2
GABPA,DAB2IP
SP1,GALNT3
RFX2,CLASP1
ETV1,HNRNPD
HNF1A,EDEM2
CPEB1,PHTF2
KLF7,HSPA12B
TGIF1,CRHR1
FOXJ2,STARD3
CRX,NIPSNAP3A
ERF,SYNDIG1
EN1,JAZF1
RXRB,FAHD2A
RFX2,TMTC3
UNCX,GDF5
YY2,BOP1
FLI1,BOD1L1
NANOG,EIF2S3
AIRE,CPLX4
HOXD10,FYN
TCF7,CHN2
NRF1,ZNF510
POU3F2,XPO7
ELF3,MBNL3
TFAP4,SSTR2
NRF1,WDR18
TCF7L2,C16orf70
POU3F2,APOLD1
NKX6-3,ACSL3
IRF9,MYCBP2
ZIC1,IGSF9
MEF2D,DNAJA4
SP1,NID2
POU2F3,SEMA3F
SP4,TJAP1
TFE,ARSG
JDP2,NDUFA13
EGR,NFIX
KLF16,MOV10
DLX4,SPATA13
HNF4A,AMACR
MEF2D,ART3
SP4,RNF31
FOXC1,VAPB
GATA3,SYBU
KLF7,LRRC23
ELF1,IKBKG
ZNF219,TUBB2B
HMX2,HERC1
MGA,GAP43
FOXC1,DSE
RXRG,LRRK2
DLX5,PHACTR1
HNF4A,XIAP
HSF1,NXT2
LHX9,ADAM12
NFYA,TDO2
SNAI2,HDX
POU3F4,H2AFJ
SP1,TSTD1
SOX21,ERC2
EHF,COX5B
CACD,NIP7
GABPA,DDX50
GABPA,STAC
KLF14,LAGE3
MEOX1,PELP1
MSX2,MBOAT1
NR2E1,TMC5
NKX6-1,TCF4
TFAP2A,MRPS14
ETV7,SARNP
ZNF75A,PHF12
HOXA13,BTC
HF1H3B,EPC2
KLF14,IL17RD
POU2F2,ABCD2
RUNX3,C17orf85
SPI1,CCNT1
PAX7,ROBO2
ETS1,SUB1
RFX2,C1orf141
MZF1,MYLPF
KLF7,NPTX1
NKX3-1,ADORA2B
RHOXF1,GPR82
ETV5,BAG6
JDP2,TMEM187
PRRX2,FAM214A
SOX11,NSFL1C
ATOH1,UGP2
FLI1,STX10
RFX4,SPATA6
HMX3,PSRC1
NRF1,HERC4
HERPUD1,TROAP
RFX2,DNAL1
NR2C2,SPIRE2
E2F4,SPAG6
KLF7,ACAA2
ESRRG,VIMP
STAT5A,PRKG1
NFKB,DIEXF
HOXD3,DCHS1
ESRRA,ENO3
HOXD9,ASS1
SRY,SCRN1
YY1,USP47
MEF2B,PRR19
NFYA,ADAMTSL1
CREB3,BTBD1
DLX4,MCF2
POU3F3,TEF
BHLHE40,PRDM4
HOXA10,CYYR1
CEBP,FOXO3
HOXD3,SALL4
SPI1,DPYSL2
POU3F1,SH3BGRL
HOXC13,KIFC3
RARA,SLC25A37
HOXC13,SPRR1A
TCF7L1,ZC3H12C
NFIC,APOA2
KLF16,C6orf106
NFYA,HNRNPUL1
FOXO6,PAQR4
MAFK,MCF2L
MEF2A,CYFIP2
ESRRB,TMEM135
TFAP4,C14orf37
SP8,CWC15
NHLH1,PPP1R16B
CREB1,UBE4A
NFIL3,RND1
TCF12,TMC6
LHX6,FAM76B
KLF16,CTSV
RFX3,GABARAPL2
SP1,SLC25A42
YY1,MAML1
FOXD1,SYT5
KLF14,ZNF790
EGR,PAK1
HF1H3B,INO80E
JDP2,CNST
VAX2,COPA
STAT5A,HIF3A
MAX,COMMD7
RFX2,TSPYL4
CREB3,CLDN18
POU2F1,SLC4A4
E2F1,TBCD
FLI1,SEPT11
IRX2,BACH2
LMX1A,SF3B2
GSX2,GNB1L
GATA4,HDLBP
MEF2A,ZBTB16
SMAD4,ZBTB47
PRRX1,ANKS1B
TCF21,POLA1
FOXD1,FHDC1
KLF4,MARCH10
MYOD1,C1R
NKX2-4,MPPED1
NFE2L2,RCAN1
KLF7,PGRMC2
FOXD1,TAOK3
ELF2,BAHD1
ETV3,POMGNT1
FOXG1,CACNB4
EGR4,DMRTA1
KLF16,COL7A1
MEF2D,FAM134B
POU5F1B,CMSS1
ERG,NIF3L1
ELK4,ELOVL6
SRF,PDLIM7
KLF7,SYTL4
POU6F1,MYH9
MGA,FGF11
GSX1,LARP7
IRF8,CACNB2
CLOCK,FOXL1
CREB5,SLC16A10
TFAP4,RRNAD1
NFIC,CHP2
LEF1,BVES
SP4,TNFRSF18
NFIA,TAOK3
SP1,SEC13
PROP1,RBMXL1
ZNF281,PHACTR2
RFX5,LMNA
LHX2,TRPM8
EN2,FXYD6-FXYD2
HOXC10,PIK3R1
HNF1B,EPM2A
ZNF281,KMT2A
UNCX,GBP1
IKZF2,TRIM31
SP4,MEF2D
SPI1,GRAMD1A
FOXK1,GPR110
TFE3,EMC2
NHLH1,NCKAP1L
JDP2,CLSTN2
KLF4,L1CAM
WT1,HTR1A
ONECUT3,PDE1A
ETS2,PRDX2
NANOG,RTN4IP1
SOX8,CDH12
FEV,MED29
TFAP4,CRABP2
SP4,WBP1L
BHLHA15,CDH4
ETV5,CAAP1
HF1H3B,KCNJ3
HOXC11,ZEB1
SP4,CAMK2N1
MYEF2,DTNA
FOXC1,FOXO3
MEF2D,MEF2C
RORA,TNRC6B
VAX1,NEURL1B
NFY,NUMA1
ELF4,SPTLC2
POU3F3,PRKACB
MYC,FAM78A
BACH2,ZNF227
HOXD1,FOLR1
SP3,IQSEC3
NR1H,RGMA
POU5F1B,BST2
KLF16,REEP4
HOXD3,SLC8A1
BHLHE23,PTGES3
SP1,ISCA1
FOXO4,HMGB2
ETV5,TMBIM6
PHOX2A,NFIB
XBP1,GTF2F1
SP1,TCF3
SP1,FBXL2
CACBP,CLDN6
FOXD2,SERPINA10
TCF7L2,PNPLA8
KLF4,STK38
GSX1,TMEM151A
SP4,PYGM
BSX,TMEM212
RELA,ZNF396
ESRRG,ISCA2
TAL1,ANGPTL1
ETS,CELSR3
CDX2,STMN1
ESRRG,POU3F1
E2F4,C1orf61
IKZF2,SSMEM1
NFIC,PHACTR3
ATF3,SMOX
SPIB,ANKRD66
PKNOX2,NISCH
GSX1,KIAA0825
SP4,CALM1
KLF7,CDC40
ONECUT3,TIFA
SP3,SLC12A9
SMAD3,GAL3ST3
HF1H3B,ATP2B2
TAL1,CDK5R1
CREB3,TRNT1
KLF16,TTC27
TCF12,NFE2
RFX4,C16orf72
IRF2,CCKBR
ERG,CCDC64
POU6F2,EMX2
MEF2B,TOX
POU2F2,PHLPP1
FOXC1,CHRM2
SP1,TNC
ELF1,AQP3
MSX1,OMG
LMX1B,ZNF407
FOXO4,FOXP1
KLF16,RABGEF1
HOXB3,RNF14
EGR,ICAM5
ZNF219,ZBTB7A
CREB3L2,VDR
FOXQ1,TTC1
RREB1,ADAMTS6
SP4,COL11A1
ATF4,FGG
AP1,CADM4
KLF4,MRPL38
RFX5,STIM1
GABP,NUDT1
ZIC2,CITED2
SP1,SRFBP1
HOXA11,R3HDM4
HOXA2,C11orf70
ELK1,VTI1A
RREB1,VSNL1
RUNX3,C12orf68
SP1,PRR24
GATA1,IER5
CACD,IGSF11
YY1,ZNF7
NFAT,UACA
ETV4,SH2B1
GATA4,GPR116
HBP1,DRC1
SP1,BRSK2
REL,RFTN1
RFX4,THAP10
RFX3,TULP3
RUNX1,MLC1
PDX1,EPB41L3
POU4F1,TFDP2
REL,EPS15
REST,SLC35C2
E2F2,SOCS2
RFX1,NKAP
E2F4,HLTF
ESRRB,SIRT1
KLF4,MCCC2
HNF1,STXBP5
GFI1,CTTNBP2
NR2F2,KIF22
ETV6,LIG4
HF1H3B,TIAM2
MYF6,CELA3A
HSF1,HSBP1
LMO2,PCDHGA8
NFY,ELAC2
GFI1,SLC5A6
EN2,CBX5
POU3F3,OTX2
SP3,PPIE
NR1H,RBM6
KLF14,ILF3
SP4,MSRB1
NR4A2,EGFL6
ZKSCAN3,ANKS1B
TEAD1,CTNND2
DLX4,PSMA6
SP4,IQSEC1
ELK1,PCM1
GBX2,GNAI3
HIC1,CCDC89
SP3,SPTBN2
ELK1,FOXP4
KLF14,DBX2
LHX4,CPOX
AR,NTSR2
FOXD1,TMOD2
NFY,EPM2AIP1
ELK1,YTHDF3
EHF,TTC9
RFX4,GATA3
SP1,AC040160.1
EBF1,TRPV5
POU3F4,GABRB2
PGR,BCL11B
HSF2,VASH2
FEV,TSNAX
TCF7,NFX1
LMO2,TXNDC12
TP53,MDM2
RBPJ,DAGLA
LHX4,MID1
ETV4,TRMT61A
HOXC8,PRUNE2
HOXC5,TIMM9
YY1,ATF2
CDX1,LRRC39
ITGB2,SLC43A2
PHOX2B,FANCM
FOXO1,CUL3
XBP1,LRRC23
POU2F3,PNPLA3
PHOX2A,CHIC1
SP1,KLHL29
CDX,ABCA4
ZBTB14,DIAPH1
ZIC3,IGDCC3
TGIF2,PAX6
ALX4,FYN
KLF14,NME9
SPI1,SRGAP3
FOXO6,MFRP
ETV3,TRMT13
KLF12,AFF4
KLF4,RGAG4
ELF1,NOP10
ZFX,CYP17A1
NKX2-1,HDDC2
TFAP4,TPRN
NHLH1,ARF6
SPIB,EOMES
POU4F3,MTHFD2L
ELF2,NFYA
SP4,ELP3
E2F4,C11orf85
KLF7,DYNLL1
MAFK,TRAPPC13
PHOX2B,CD163
CTCF,MXRA8
TCF7L2,FOXP2
E2F1,ARGLU1
VAX1,SLC38A11
JDP2,PAFAH1B1
CTCF,ARHGDIA
ELF1,CTTNBP2NL
FOXO4,PAQR8
POU5F1B,VCPIP1
HOXC10,PFDN1
HNF4A,ACY3
TBX5,HSP90B1
BSX,PLEKHA7
MAFB,KIF5A
SOX4,TSHZ1
FOX,NTNG1
ZNF219,GRAMD4
RREB1,CLCN3
JDP2,CHPF
IRF9,TM4SF20
EBF1,DLG4
BATF3,MGAT4C
ETS1,CIB2
RUNX3,CLCF1
STAT6,TMEM109
E2F1,TFRC
KLF14,PPP1R13B
FEV,BFAR
KLF16,RPS5
POU2F3,RBKS
HOXC10,ZBTB10
TFAP2,GHRH
RARG,NPY4R
NFIB,PLCH1
NR1H4,SLC6A6
EWSR1,ELAVL3
EGR1,RHCG
TGIF2,LMO3
HF1H3B,FEZ2
ZBTB12,GPR137B
PPARA,CACNB3
KLF16,FLNA
ESR1,PLA2G5
NHLH1,SEC22A
KLF16,MAF1
NFYA,SORT1
RFX3,SELP
CREB,GADD45GIP1
LHX5,ELF2
ETS,SYNDIG1L
E2F3,C2orf70
E2F1,CPAMD8
FOXC1,APCDD1L
XBP1,NARS2
RARA,IGSF6
PPARG,LRIG1
RFX5,HOOK2
PHOX2B,ROBO2
FOXA2,ANKRD12
RAX,STX6
LHX6,HEMK1
PAX7,LDLRAD4
E2F4,COA3
KLF7,PTGES3
RFX4,GNG8
HOXC10,UBIAD1
SP3,CRIP2
TAL1,KLF7
POU2F3,PIM2
POU3F1,OSMR
DLX6,MMP14
TCF12,FAM131A
RFX3,ATAT1
MEIS2,EPHB2
TBX2,ATG4D
NR3C1,KCNC2
ETV7,ARHGEF2
NKX2-5,HSD17B2
NKX2-5,IMP3
PRDM1,KCNA5
PROP1,EIF6
BARHL1,EIF4E3
KLF14,CLCNKB
OBOX2,ARNT2
EGR2,MRPL10
SOX18,ATP6V1B2
YY1,SLC25A4
GABPA,TERF2
ATF4,EIF3D
SOX11,TOX2
OLIG3,ERBB2
ATF2,MYL5
HNF4,ARHGAP21
LMX1B,CHRNB2
RAX,MAPK1IP1L
TFEC,SLC38A7
ETS1,CCL8
FOXO1,GPD2
KLF7,NUP160
SP4,GRB2
HOXB3,CWC15
KLF12,METTL15
RREB1,SYT6
EGR,CSPP1
NR5A1,JAM3
TEAD1,IL6ST
HOXB6,ZNF879
FOXA,AMBP
KLF16,PPP1R1B
ELF5,TMEM106A
YY2,CASC10
ETS1,PRMT6
MYB,SH3GLB1
RFX4,DYNC2LI1
HOXC9,C22orf29
ATF2,HNRNPUL1
CREB1,GLYR1
ALX1,GBP3
POU2F3,SIX3
FOXA1,KLHL35
GSC,SPAG5
ELF5,SRSF2
E2F3,HIST1H2AG
UNCX,UMPS
TFEC,GRB2
MEIS3,SEPT5
HOXD12,UCN3
FEV,MRPL51
SP1,ARG2
NFE2,FOXN2
NR1H,EFNA2
ELF3,POLR3B
HOXA10,UACA
SOX4,STARD13
NKX2-1,CACNG7
ETV7,SLC33A1
SP3,CLP1
MAF,AKT3
SP1,OTUD6B
POU3F1,ETV1
NFKB2,SS18
EOMES,C8orf4
LEF1,PXK
ETS,BRMS1
SP8,MDM1
RFX4,ROMO1
KLF16,SMPD2
POU,COMMD8
HNF4A,REM2
PAX4,MEX3A
ZNF281,NKX2-2
ZFX,SOCS7
TBX5,ERCC4
E2F3,TRIM33
RARA,RNASEH2B
SP1,ZNF512B
KLF16,TSHZ3
NFIC,MEF2C
TBX1,MSRA
RUNX3,PTCHD1
E2F1,MECOM
SP4,TREX2
RARA,MYRF
NFIC,TSC22D4
SP1,PARD6G
YY1,CNKSR3
HOXD9,FAM187A
NFIB,TSC22D4
RXRA,LPAR3
SP4,SRSF6
HNF4A,AGMO
RARA,DNMT3A
ARNTL,C1orf43
EGR1,SESN3
